state/region,ages,year,population,area (sq. mi),population_density
SC,total,2009,4589872,32007,143.4021308
SC,total,2010,4636361,32007,144.8545943
SC,total,2011,4673509,32007,146.0152154
SC,total,2012,4723417,32007,147.5744993
SC,total,2013,4774839,32007,149.1810854
SC,under18,1990,921041,32007,28.77623645
SC,under18,1991,936122,32007,29.24741463
SC,under18,1992,947868,32007,29.61439685
SC,under18,1993,956951,32007,29.89817852
SC,under18,1994,969766,32007,30.29855969
SC,under18,1995,975884,32007,30.48970538
SC,under18,1996,987576,32007,30.85500047
SC,under18,1997,1001681,32007,31.29568532
SC,under18,1998,1006371,32007,31.44221577
SC,under18,1999,1007050,32007,31.46342987
SC,under18,2000,1010641,32007,31.57562408
SC,under18,2001,1016134,32007,31.74724279
SC,under18,2002,1020531,32007,31.88461899
SC,under18,2003,1023785,32007,31.98628425
SC,under18,2004,1029111,32007,32.15268535
SC,under18,2005,1036941,32007,32.39731934
SC,under18,2006,1050042,32007,32.80663605
SC,under18,2007,1064190,32007,33.24866435
SC,under18,2008,1074116,32007,33.55878402
SC,under18,2009,1079729,32007,33.7341519
SC,under18,2010,1079978,32007,33.74193145
SC,under18,2011,1076524,32007,33.63401756
SC,under18,2012,1077455,32007,33.66310495
SC,under18,2013,1079798,32007,33.73630768
SD,total,1990,697101,77121,9.03905551
SD,total,1991,703669,77121,9.124220381
SD,total,1992,712801,77121,9.242631709
SD,total,1993,722160,77121,9.363986463
SD,total,1994,730790,77121,9.475888539
SD,total,1995,737926,77121,9.568418459
SD,total,1996,742214,77121,9.624019398
SD,total,1997,744223,77121,9.650069372
SD,total,1998,746059,77121,9.673876117
SD,total,1999,750413,77121,9.730332854
SD,total,2000,755844,77121,9.800754658
SD,total,2001,757972,77121,9.828347661
SD,total,2002,760020,77121,9.854903334
SD,total,2003,763729,77121,9.90299659
SD,total,2004,770396,77121,9.989445158
SD,total,2005,775493,77121,10.05553611
SD,total,2006,783033,77121,10.15330455
SD,total,2007,791623,77121,10.26468796
SD,total,2008,799124,77121,10.3619507
SD,total,2009,807067,77121,10.4649447
SD,total,2010,816211,77121,10.58351162
SD,total,2011,823772,77121,10.68155237
SD,total,2012,834047,77121,10.81478456
SD,total,2013,844877,77121,10.95521324
SD,under18,1990,199453,77121,2.586234618
SD,under18,1991,201749,77121,2.616006017
SD,under18,1992,206632,77121,2.679322104
SD,under18,1993,207975,77121,2.696736298
SD,under18,1994,208443,77121,2.702804684
SD,under18,1995,207890,77121,2.695634133
SD,under18,1996,205780,77121,2.66827453
SD,under18,1997,205978,77121,2.670841924
SD,under18,1998,204786,77121,2.655385693
SD,under18,1999,203737,77121,2.641783691
SD,under18,2000,202681,77121,2.628090922
SD,under18,2001,200795,77121,2.603635845
SD,under18,2002,198694,77121,2.576392941
SD,under18,2003,197326,77121,2.558654582
SD,under18,2004,196804,77121,2.551885997
SD,under18,2005,196476,77121,2.54763294
SD,under18,2006,197332,77121,2.558732382
SD,under18,2007,198847,77121,2.578376836
SD,under18,2008,199848,77121,2.59135644
SD,under18,2009,201204,77121,2.608939199
SD,under18,2010,203145,77121,2.634107442
SD,under18,2011,203948,77121,2.644519651
SD,under18,2012,205298,77121,2.662024611
SD,under18,2013,207959,77121,2.696528831
TN,total,1990,4894492,42146,116.1318275
TN,total,1991,4966587,42146,117.8424287
TN,total,1992,5049742,42146,119.8154511
TN,total,1993,5137584,42146,121.8996821
TN,total,1994,5231438,42146,124.1265601
TN,total,1995,5326936,42146,126.3924453
TN,total,1996,5416643,42146,128.5209273
TN,total,1997,5499233,42146,130.4805438
TN,total,1998,5570045,42146,132.1607033
TN,total,1999,5638706,42146,133.7898258
TN,total,2000,5703719,42146,135.3323922
TN,total,2001,5750789,42146,136.4492241
TN,total,2002,5795918,42146,137.5200019
TN,total,2003,5847812,42146,138.7512931
TN,total,2004,5910809,42146,140.2460257
TN,total,2005,5991057,42146,142.1500736
TN,total,2006,6088766,42146,144.4684193
TN,total,2007,6175727,42146,146.5317468
TN,total,2008,6247411,42146,148.2325962
TN,total,2009,6306019,42146,149.6231908
TN,total,2010,6356683,42146,150.8252978
TN,total,2011,6398361,42146,151.8141935
TN,total,2012,6454914,42146,153.156029
TN,total,2013,6495978,42146,154.1303564
TN,under18,1990,1220200,42146,28.95173919
TN,under18,1991,1233260,42146,29.26161439
TN,under18,1992,1259458,42146,29.88321549
TN,under18,1993,1285044,42146,30.49029564
TN,under18,1994,1310988,42146,31.10587007
TN,under18,1995,1331616,42146,31.59531154
TN,under18,1996,1345723,42146,31.93002895
TN,under18,1997,1359030,42146,32.24576472
TN,under18,1998,1369987,42146,32.50574194
TN,under18,1999,1385997,42146,32.88561192
TN,under18,2000,1399685,42146,33.2103877
TN,under18,2001,1407578,42146,33.39766526
TN,under18,2002,1414857,42146,33.57037441
TN,under18,2003,1424861,42146,33.80773976
TN,under18,2004,1433343,42146,34.00899255
TN,under18,2005,1449326,42146,34.3882219
TN,under18,2006,1470166,42146,34.88269349
TN,under18,2007,1482747,42146,35.18120344
TN,under18,2008,1494354,42146,35.45660324
TN,under18,2009,1494687,42146,35.46450434
TN,under18,2010,1495090,42146,35.47406634
TN,under18,2011,1491837,42146,35.39688227
TN,under18,2012,1492689,42146,35.41709771
TN,under18,2013,1491577,42146,35.39071323
TX,total,1990,17056755,268601,63.50220215
TX,total,1991,17398005,268601,64.77267397
TX,total,1992,17759738,268601,66.11940387
TX,total,1993,18161612,268601,67.6155785
TX,total,1994,18564062,268601,69.11389757
TX,total,1995,18958751,268601,70.58332247
TX,total,1996,19340342,268601,72.0039836
TX,total,1997,19740317,268601,73.49308826
TX,total,1998,20157531,268601,75.04637362
TX,total,1999,20558220,268601,76.53813649
TX,total,2000,20944499,268601,77.97625102
TX,total,2001,21319622,268601,79.37283182
TX,total,2002,21690325,268601,80.75295699
TX,total,2003,22030931,268601,82.02103119
TX,total,2004,22394023,268601,83.37282065
TX,total,2005,22778123,268601,84.80282277
TX,total,2006,23359580,268601,86.96758389
TX,total,2007,23831983,268601,88.72633758
TX,total,2008,24309039,268601,90.50241436
TX,total,2009,24801761,268601,92.33681557
TX,total,2010,25245178,268601,93.98765455
TX,total,2011,25640909,268601,95.46095882
TX,total,2012,26060796,268601,97.02419574
TX,total,2013,26448193,268601,98.46647257
TX,under18,1990,4906220,268601,18.26582924
TX,under18,1991,5000793,268601,18.61792398
TX,under18,1992,5109805,268601,19.02377504
TX,under18,1993,5217899,268601,19.42620839
TX,under18,1994,5331524,268601,19.84923362
TX,under18,1995,5421784,268601,20.18527109
TX,under18,1996,5551447,268601,20.6680057
TX,under18,1997,5655482,268601,21.05532742
TX,under18,1998,5759054,268601,21.44092539
TX,under18,1999,5840211,268601,21.74307244
TX,under18,2000,5906301,268601,21.98912513
TX,under18,2001,5980187,268601,22.26420229
TX,under18,2002,6060372,268601,22.56273059
TX,under18,2003,6132980,268601,22.83304977
TX,under18,2004,6208259,268601,23.11331306
TX,under18,2005,6290970,268601,23.42124564
TX,under18,2006,6446798,268601,24.0013924
TX,under18,2007,6565872,268601,24.44470423
TX,under18,2008,6675917,268601,24.85440114
TX,under18,2009,6792907,268601,25.28995424
TX,under18,2010,6879014,268601,25.61053012
TX,under18,2011,6931758,268601,25.80689573
TX,under18,2012,6985807,268601,26.00811985
TX,under18,2013,7041986,268601,26.21727395
UT,total,1990,1731223,84904,20.39035852
UT,total,1991,1779780,84904,20.96226326
UT,total,1992,1836799,84904,21.63383351
UT,total,1993,1898404,84904,22.3594177
UT,total,1994,1960446,84904,23.09014887
UT,total,1995,2014179,84904,23.72301658
UT,total,1996,2067976,84904,24.35663809
UT,total,1997,2119784,84904,24.96683313
UT,total,1998,2165961,84904,25.51070621
UT,total,1999,2203482,84904,25.95262885
UT,total,2000,2244502,84904,26.43576274
UT,total,2001,2283715,84904,26.89761378
UT,total,2002,2324815,84904,27.38168991
UT,total,2003,2360137,84904,27.79771271
UT,total,2004,2401580,84904,28.2858287
UT,total,2005,2457719,84904,28.9470343
UT,total,2006,2525507,84904,29.74544191
UT,total,2007,2597746,84904,30.59627344
UT,total,2008,2663029,84904,31.36517714
UT,total,2009,2723421,84904,32.07647461
UT,total,2010,2774424,84904,32.67718835
UT,total,2011,2814784,84904,33.15254876
UT,total,2012,2854871,84904,33.62469377
UT,total,2013,2900872,84904,34.16649392
UT,under18,1990,627122,84904,7.386247998
UT,under18,1991,637216,84904,7.505135212
UT,under18,1992,648725,84904,7.640688307
UT,under18,1993,662968,84904,7.808442476
UT,under18,1994,673935,84904,7.937611891
UT,under18,1995,679636,84904,8.004758315
UT,under18,1996,687078,84904,8.092410252
UT,under18,1997,699528,84904,8.239046452
UT,under18,1998,709386,84904,8.355154056
UT,under18,1999,715398,84904,8.425963441
UT,under18,2000,721686,84904,8.500023556
UT,under18,2001,726819,84904,8.560480072
UT,under18,2002,733517,84904,8.63936917
UT,under18,2003,740483,84904,8.721414774
UT,under18,2004,751771,84904,8.85436493
UT,under18,2005,767888,84904,9.044191086
UT,under18,2006,789957,84904,9.304119947
UT,under18,2007,815496,84904,9.604918496
UT,under18,2008,837258,84904,9.861231509
UT,under18,2009,857853,84904,10.10379959
UT,under18,2010,873019,84904,10.28242486
UT,under18,2011,881350,84904,10.38054744
UT,under18,2012,888578,84904,10.46567888
UT,under18,2013,896589,84904,10.56003251
VA,total,1990,6216884,42769,145.3595829
VA,total,1991,6301217,42769,147.3314083
VA,total,1992,6414307,42769,149.9756132
VA,total,1993,6509630,42769,152.2044004
VA,total,1994,6593139,42769,154.1569595
VA,total,1995,6670693,42769,155.9702822
VA,total,1996,6750884,42769,157.8452618
VA,total,1997,6829183,42769,159.6760036
VA,total,1998,6900918,42769,161.3532699
VA,total,1999,7000174,42769,163.6740162
VA,total,2000,7105817,42769,166.1440997
VA,total,2001,7198362,42769,168.3079333
VA,total,2002,7286873,42769,170.3774463
VA,total,2003,7366977,42769,172.2503916
VA,total,2004,7475575,42769,174.7895672
VA,total,2005,7577105,42769,177.1634829
VA,total,2006,7673725,42769,179.4225958
VA,total,2007,7751000,42769,181.2293951
VA,total,2008,7833496,42769,183.1582688
VA,total,2009,7925937,42769,185.3196708
VA,total,2010,8024417,42769,187.6222731
VA,total,2011,8105850,42769,189.5262924
VA,total,2012,8186628,42769,191.4149968
VA,total,2013,8260405,42769,193.1400079
VA,under18,1990,1520670,42769,35.55542566
VA,under18,1991,1548258,42769,36.2004723
VA,under18,1992,1581544,42769,36.97874629
VA,under18,1993,1604758,42769,37.5215226
VA,under18,1994,1628711,42769,38.08157778
VA,under18,1995,1649005,42769,38.55608034
VA,under18,1996,1664147,42769,38.91012182
VA,under18,1997,1683766,42769,39.36884192
VA,under18,1998,1706261,42769,39.89480699
VA,under18,1999,1723125,42769,40.28911127
VA,under18,2000,1741420,42769,40.71687437
VA,under18,2001,1754549,42769,41.02384905
VA,under18,2002,1771247,42769,41.41427202
VA,under18,2003,1782254,42769,41.67163132
VA,under18,2004,1801958,42769,42.13233884
VA,under18,2005,1816270,42769,42.46697374
VA,under18,2006,1826368,42769,42.70307933
VA,under18,2007,1834386,42769,42.89055157
VA,under18,2008,1838361,42769,42.98349272
VA,under18,2009,1845132,42769,43.14180832
VA,under18,2010,1855025,42769,43.37312072
VA,under18,2011,1857585,42769,43.43297716
VA,under18,2012,1861323,42769,43.52037691
VA,under18,2013,1864535,42769,43.59547803
VT,total,1990,564798,9615,58.74134165
VT,total,1991,568606,9615,59.1373895
VT,total,1992,572751,9615,59.56848674
VT,total,1993,577748,9615,60.08819553
VT,total,1994,583836,9615,60.72137285
VT,total,1995,589003,9615,61.25876235
VT,total,1996,593701,9615,61.74737389
VT,total,1997,597239,9615,62.11534061
VT,total,1998,600416,9615,62.44576183
VT,total,1999,604683,9615,62.88954758
VT,total,2000,609618,9615,63.40280811
VT,total,2001,612223,9615,63.67373895
VT,total,2002,615442,9615,64.00852834
VT,total,2003,617858,9615,64.25980239
VT,total,2004,619920,9615,64.47425897
VT,total,2005,621215,9615,64.60894436
VT,total,2006,622892,9615,64.78335933
VT,total,2007,623481,9615,64.84461778
VT,total,2008,624151,9615,64.91430057
VT,total,2009,624817,9615,64.98356734
VT,total,2010,625793,9615,65.0850754
VT,total,2011,626320,9615,65.1398856
VT,total,2012,625953,9615,65.10171607
VT,total,2013,626630,9615,65.17212689
VT,under18,1990,143296,9615,14.90338014
VT,under18,1991,145219,9615,15.10338014
VT,under18,1992,146983,9615,15.28684347
VT,under18,1993,148705,9615,15.46593864
VT,under18,1994,150794,9615,15.68320333
VT,under18,1995,151439,9615,15.75028601
VT,under18,1996,151490,9615,15.75559022
VT,under18,1997,150040,9615,15.60478419
VT,under18,1998,148467,9615,15.44118565
VT,under18,1999,147859,9615,15.37795112
VT,under18,2000,147549,9615,15.34570983
VT,under18,2001,146040,9615,15.18876755
VT,under18,2002,144441,9615,15.0224649
VT,under18,2003,142718,9615,14.84326573
VT,under18,2004,141068,9615,14.67165887
VT,under18,2005,138933,9615,14.44960998
VT,under18,2006,136731,9615,14.22059282
VT,under18,2007,134695,9615,14.00884035
VT,under18,2008,132600,9615,13.79095164
VT,under18,2009,130450,9615,13.56734269
VT,under18,2010,128601,9615,13.375039
VT,under18,2011,126500,9615,13.15652626
VT,under18,2012,124555,9615,12.95423817
VT,under18,2013,122701,9615,12.76141446
WA,total,1990,4903043,71303,68.76348821
WA,total,1991,5025624,71303,70.48264449
WA,total,1992,5160757,71303,72.37783824
WA,total,1993,5278842,71303,74.03393967
WA,total,1994,5375161,71303,75.38478044
WA,total,1995,5481027,71303,76.86951461
WA,total,1996,5569753,71303,78.11386618
WA,total,1997,5674747,71303,79.58637084
WA,total,1998,5769562,71303,80.91611854
WA,total,1999,5842564,71303,81.93994643
WA,total,2000,5910512,71303,82.89289371
WA,total,2001,5985722,71303,83.94768804
WA,total,2002,6052349,71303,84.88210875
WA,total,2003,6104115,71303,85.60810906
WA,total,2004,6178645,71303,86.65336662
WA,total,2005,6257305,71303,87.75654601
WA,total,2006,6370753,71303,89.34761511
WA,total,2007,6461587,71303,90.62153065
WA,total,2008,6562231,71303,92.03302806
WA,total,2009,6667426,71303,93.50835168
WA,total,2010,6742256,71303,94.55781664
WA,total,2011,6821481,71303,95.66891996
WA,total,2012,6895318,71303,96.70445844
WA,total,2013,6971406,71303,97.77156641
WA,under18,1990,1301545,71303,18.25372004
WA,under18,1991,1326527,71303,18.60408398
WA,under18,1992,1365480,71303,19.15038638
WA,under18,1993,1387716,71303,19.46223862
WA,under18,1994,1409922,71303,19.77367011
WA,under18,1995,1429397,71303,20.04680027
WA,under18,1996,1449613,71303,20.33032271
WA,under18,1997,1473646,71303,20.66737725
WA,under18,1998,1494784,71303,20.96383041
WA,under18,1999,1507824,71303,21.14671192
WA,under18,2000,1516361,71303,21.2664404
WA,under18,2001,1517527,71303,21.28279315
WA,under18,2002,1517655,71303,21.28458831
WA,under18,2003,1514877,71303,21.24562781
WA,under18,2004,1520751,71303,21.32800864
WA,under18,2005,1523890,71303,21.37203203
WA,under18,2006,1536926,71303,21.55485744
WA,under18,2007,1549582,71303,21.73235348
WA,under18,2008,1560302,71303,21.88269778
WA,under18,2009,1574403,71303,22.08045945
WA,under18,2010,1581436,71303,22.17909485
WA,under18,2011,1584709,71303,22.22499755
WA,under18,2012,1588451,71303,22.27747781
WA,under18,2013,1595795,71303,22.38047487
WI,total,1990,4904562,65503,74.87537975
WI,total,1991,4964343,65503,75.78802498
WI,total,1992,5025398,65503,76.72011969
WI,total,1993,5084889,65503,77.62833763
WI,total,1994,5133678,65503,78.37317375
WI,total,1995,5184836,65503,79.15417614
WI,total,1996,5229986,65503,79.84345755
WI,total,1997,5266213,65503,80.39651619
WI,total,1998,5297673,65503,80.87679954
WI,total,1999,5332666,65503,81.41101934
WI,total,2000,5373999,65503,82.04202861
WI,total,2001,5406835,65503,82.54331863
WI,total,2002,5445162,65503,83.12843687
WI,total,2003,5479203,65503,83.64812299
WI,total,2004,5514026,65503,84.17974749
WI,total,2005,5546166,65503,84.67041204
WI,total,2006,5577655,65503,85.15113812
WI,total,2007,5610775,65503,85.65676381
WI,total,2008,5640996,65503,86.11813199
WI,total,2009,5669264,65503,86.54968475
WI,total,2010,5689060,65503,86.85189991
WI,total,2011,5708785,65503,87.15303116
WI,total,2012,5724554,65503,87.39376822
WI,total,2013,5742713,65503,87.67099217
WI,under18,1990,1302869,65503,19.89021877
WI,under18,1991,1314855,65503,20.07320275
WI,under18,1992,1330555,65503,20.31288643
WI,under18,1993,1337334,65503,20.41637788
WI,under18,1994,1348110,65503,20.58088942
WI,under18,1995,1351343,65503,20.63024594
WI,under18,1996,1352877,65503,20.65366472
WI,under18,1997,1359712,65503,20.75801108
WI,under18,1998,1362907,65503,20.80678748
WI,under18,1999,1367019,65503,20.86956323
WI,under18,2000,1370440,65503,20.92178984
WI,under18,2001,1367593,65503,20.87832618
WI,under18,2002,1365315,65503,20.84354915
WI,under18,2003,1358505,65503,20.73958445
WI,under18,2004,1354643,65503,20.68062531
WI,under18,2005,1349866,65503,20.60769736
WI,under18,2006,1348785,65503,20.5911943
WI,under18,2007,1348901,65503,20.59296521
WI,under18,2008,1345573,65503,20.54215837
WI,under18,2009,1342411,65503,20.49388578
WI,under18,2010,1336094,65503,20.39744745
WI,under18,2011,1325870,65503,20.24136299
WI,under18,2012,1316113,65503,20.09240798
WI,under18,2013,1307776,65503,19.96513137
WV,total,1990,1792548,24231,73.97746688
WV,total,1991,1798735,24231,74.23280096
WV,total,1992,1806451,24231,74.55123602
WV,total,1993,1817539,24231,75.00883166
WV,total,1994,1820421,24231,75.12777021
WV,total,1995,1823700,24231,75.26309273
WV,total,1996,1822808,24231,75.22628038
WV,total,1997,1819113,24231,75.07378977
WV,total,1998,1815609,24231,74.92918163
WV,total,1999,1811799,24231,74.77194503
WV,total,2000,1807021,24231,74.57475961
WV,total,2001,1801481,24231,74.34612686
WV,total,2002,1805414,24231,74.5084396
WV,total,2003,1812295,24231,74.79241468
WV,total,2004,1816438,24231,74.963394
WV,total,2005,1820492,24231,75.13070034
WV,total,2006,1827912,24231,75.43691965
WV,total,2007,1834052,24231,75.69031406
WV,total,2008,1840310,24231,75.94857827
WV,total,2009,1847775,24231,76.2566547
WV,total,2010,1854146,24231,76.51958235
WV,total,2011,1855184,24231,76.56242004
WV,total,2012,1856680,24231,76.62415913
WV,total,2013,1854304,24231,76.52610293
WV,under18,1990,436797,24231,18.02637118
WV,under18,1991,433918,24231,17.90755644
WV,under18,1992,433116,24231,17.87445834
WV,under18,1993,432364,24231,17.84342371
WV,under18,1994,429128,24231,17.70987578
WV,under18,1995,428790,24231,17.69592671
WV,under18,1996,422831,24231,17.45000206
WV,under18,1997,418037,24231,17.25215633
WV,under18,1998,412793,24231,17.03573934
WV,under18,1999,406784,24231,16.78775123
WV,under18,2000,401062,24231,16.55160745
WV,under18,2001,395307,24231,16.31410177
WV,under18,2002,393569,24231,16.24237547
WV,under18,2003,392460,24231,16.19660765
WV,under18,2004,391856,24231,16.1716809
WV,under18,2005,390431,24231,16.11287194
WV,under18,2006,390637,24231,16.12137345
WV,under18,2007,390661,24231,16.12236391
WV,under18,2008,390210,24231,16.10375139
WV,under18,2009,389036,24231,16.05530106
WV,under18,2010,387224,24231,15.98052082
WV,under18,2011,385283,24231,15.90041682
WV,under18,2012,384030,24231,15.8487062
WV,under18,2013,381678,24231,15.75164046
WY,total,1990,453690,97818,4.638103417
WY,total,1991,459260,97818,4.695045902
WY,total,1992,466251,97818,4.766515365
WY,total,1993,473081,97818,4.836338915
WY,total,1994,480283,97818,4.909965446
WY,total,1995,485160,97818,4.959823345
WY,total,1996,488167,97818,4.990564109
WY,total,1997,489452,97818,5.00370075
WY,total,1998,490787,97818,5.017348545
WY,total,1999,491780,97818,5.027500051
WY,total,2000,494300,97818,5.053262181
WY,total,2001,494657,97818,5.056911816
WY,total,2002,500017,97818,5.111707457
WY,total,2003,503453,97818,5.146833916
WY,total,2004,509106,97818,5.204624916
WY,total,2005,514157,97818,5.256261629
WY,total,2006,522667,97818,5.343259932
WY,total,2007,534876,97818,5.468073361
WY,total,2008,546043,97818,5.582234354
WY,total,2009,559851,97818,5.723394467
WY,total,2010,564222,97818,5.768079495
WY,total,2011,567329,97818,5.799842565
WY,total,2012,576626,97818,5.894886422
WY,total,2013,582658,97818,5.956551964
WY,under18,1990,136078,97818,1.391134556
WY,under18,1991,136720,97818,1.397697765
WY,under18,1992,137308,97818,1.403708929
WY,under18,1993,137458,97818,1.405242389
WY,under18,1994,137733,97818,1.408053732
WY,under18,1995,136785,97818,1.398362265
WY,under18,1996,135698,97818,1.38724979
WY,under18,1997,134328,97818,1.373244188
WY,under18,1998,132602,97818,1.355599174
WY,under18,1999,130793,97818,1.337105645
WY,under18,2000,128774,97818,1.316465272
WY,under18,2001,126212,97818,1.290273774
WY,under18,2002,125495,97818,1.282943834
WY,under18,2003,124182,97818,1.269520947
WY,under18,2004,123974,97818,1.267394549
WY,under18,2005,124022,97818,1.267885256
WY,under18,2006,125525,97818,1.283250526
WY,under18,2007,128760,97818,1.316322149
WY,under18,2008,131511,97818,1.344445808
WY,under18,2009,134960,97818,1.379705167
WY,under18,2010,135351,97818,1.383702386
WY,under18,2011,135407,97818,1.384274878
WY,under18,2012,136526,97818,1.39571449
WY,under18,2013,137679,97818,1.407501687
